	-1
伪装成	-1
敌人	3.18
跟	5.06
自己	5.28
吵	-1
水平	5.26
表现	5.22
得	5.44
很	5.14
差	3.46
把	4.94
敌人	3.18
的	5.1
形象	5.82
拉低	-1
这些	5.18
经历	5.3
帮助	6.14
他们	5.12
了解	5.28
互联网	5.88
上	5.58
的	5.1
社区	5.24
是	5.42
怎么样	-1
的	5.1
对	6.14
他们	5.12
做	5.26
社交	5.8
网站	5.1
帮助	6.14
很大	-1
第二	-1
他们	5.12
意识	5.0
到	5.3
自己	5.28
做错	3.18
了	5.08
一件	-1
事	5.14
只	4.94
开发	5.72
产品	5.3
没有	4.42
市场推广	-1
他们	5.12
看到	-1
美国	5.6
很多	5.46
产品	5.3
一下子	-1
火	4.62
起来	5.5
了	5.08
认为	5.1
产品	5.3
本身	5.2
做好	-1
了	5.08
就	4.94
会	5.22
火	4.62
不	4.4
需要	5.18
推广	5.72
反思	4.3
的	5.1
时候	5.0
他们	5.12
形成	5.22
认知	-1
再	4.96
好	6.7
的	5.1
产品	5.3
也	5.2
得	5.44
去	4.86
推广	5.72
在此之前	-1
他们	5.12
一直	5.48
觉得	5.38
应该	5.1
做出	-1
一款	-1
尽善尽美	-1
的	5.1
产品	5.3
一	5.02
推出	5.26
来	5.26
就是	4.98
杀手	-1
级	5.24
应用	5.46
人见人爱	-1
事实上	-1
没有	4.42
必要	5.06
做出	-1
杀手	-1
级	5.24
应用	5.46
先	5.34
做出	-1
满足用户	-1
核心	5.58
需求	5.32
的	5.1
功能	5.36
其他	4.88
的	5.1
可以	5.58
在	5.02
用户	5.2
使用	5.2
中	4.98
快速	5.84
迭代	-1
改善	6.4
使用	5.2
的	5.1
人	5.3
多	5.66
了	5.08
应用	5.46
就	4.94
好	6.7
用	5.1
了	5.08
第三	-1
用户	5.2
定位	5.24
不	4.4
清晰	6.24
他们	5.12
做	5.26
的	5.1
网站	5.1
是	5.42
给	5.34
所有人	-1
做	5.26
的	5.1
结果	5.16
导致	4.64
所有人	-1
认为	5.1
这个	5.02
网站	5.1
跟	5.06
自己	5.28
没关系	5.22
他们	5.12
应该	5.1
为	5.16
一部分	5.12
人	5.3
做	5.26
一个	5.1
网站	5.1
2013	-1
年	5.1
的	5.1
王兴	-1
决定	5.32
做	5.26
一件	-1
事	5.14
是	5.42
把	4.94
所有	5.52
东西	5.06
考虑	5.08
清楚	6.04
再	4.96
去	4.86
讨论	5.06
能	5.48
不能	3.84
做	5.26
但	4.62
在	5.02
2005	-1
年	5.1
不是	4.2
这样	4.94
的	5.1
他	5.06
还是	5.22
很	5.14
稚嫩	-1
的	5.1
创业者	-1
生活	5.58
经验	6.1
不	4.4
丰富	6.64
当时	5.0
只	4.94
懂	5.8
校园	6.04
就	4.94
做	5.26
针对	4.42
校园	6.04
用户	5.2
的	5.1
网站	5.1
1999	-1
年	5.1
陈一舟	-1
创办	5.8
的	5.1
chinaren	-1
在	5.02
学校	5.76
进行	5.28
推广	5.72
那时	-1
王兴	-1
他们	5.12
正在	4.96
上	5.58
大学	6.2
因此	5.06
他们	5.12
对	6.14
网站	5.1
推广	5.72
能	5.48
给	5.34
学生	5.32
带来	-1
什么样	-1
的	5.1
影响	4.98
有	5.36
亲身	5.56
体会	5.46
如果	5.36
有人	5.14
告诉	5.04
刚上	-1
大学	6.2
的	5.1
学生	5.32
有个	-1
网站	5.1
很多	5.46
人	5.3
在	5.02
用	5.1
学生	5.32
是	5.42
不会	3.84
无动于衷	-1
的	5.1
王兴	-1
他们	5.12
翻看	-1
多多	-1
友	6.38
的	5.1
数据	5.34
发现	5.9
用户	5.2
以	4.92
一周	5.2
一次	5.12
的	5.1
频率	5.02
访问	5.68
网站	5.1
他们	5.12
开始	5.26
琢磨	-1
这个	5.02
问题	4.46
多多	-1
友上	-1
什么	5.04
东西	5.06
都	4.84
没有	4.42
为什么	4.32
用户	5.2
还	5.16
一周	5.2
来	5.26
一次	5.12
他们	5.12
觉得	5.38
自己	5.28
找到	5.44
了	5.08
答案	5.5
因为	4.94
这些	5.18
用户	5.2
是	5.42
被	4.5
自己	5.28
朋友	6.5
邀请	5.92
来	5.26
的	5.1
或者	4.76
邀请	5.92
自己	5.28
朋友	6.5
来	5.26
这个	5.02
网站	5.1
每周	-1
登录	5.1
网站	5.1
看看	-1
自己	5.28
真实	6.54
生活	5.58
中	4.98
的	5.1
朋友	6.5
在	5.02
做	5.26
什么	5.04
互相	5.52
留个	-1
言	5.04
发个	-1
私信	-1
在	5.02
互联网	5.88
反思	4.3
sns	-1
的	5.1
思潮	4.98
里	5.18
很多	5.46
人	5.3
也	5.2
讨论	5.06
sns	-1
到底	4.96
是	5.42
陌生人	-1
社交	5.8
还是	5.22
熟人	6.0
社交	5.8
很多	5.46
人	5.3
觉得	5.38
是	5.42
陌生人	-1
社交	5.8
上网	5.64
是	5.42
为了	5.14
认识	5.36
不	4.4
认识	5.36
的	5.1
人	5.3
但	4.62
王兴	-1
他们	5.12
觉得	5.38
应该	5.1
做	5.26
一个	5.1
熟人	6.0
社交	5.8
的	5.1
网站	5.1
这	5.14
就是	4.98
他们	5.12
做出	-1
的	5.1
最	5.14
重要	5.68
的	5.1
决策	5.42
做	5.26
一个	5.1
基于	5.18
真实	6.54
关系	5.0
的	5.1
社交	5.8
网站	5.1
今天	5.52
看来	-1
这是	-1
顺其自然	-1
的	5.1
决定	5.32
但	4.62
在	5.02
当时	5.0
是	5.42
不同寻常	-1
的	5.1
当时	5.0
有	5.36
一句	5.0
话	5.02
很	5.14
流行	5.74
在	5.02
互联网	5.88
上	5.58
你	5.36
不	4.4
知道	5.38
跟	5.06
你	5.36
聊天	5.76
的	5.1
是	5.42
一个	5.1
人	5.3
还是	5.22
一只	-1
狗	5.22
那	5.12
时候	5.0
中国	6.06
互联网	5.88
用户	5.2
还	5.16
没	4.42
养成	-1
在	5.02
互联网	5.88
上	5.58
留下	-1
真实	6.54
信息	5.46
的	5.1
习惯	5.3
王兴	-1
他们	5.12
做出	-1
这样	4.94
的	5.1
决定	5.32
不仅仅	-1
是	5.42
自己	5.28
观察	5.56
到	5.3
的	5.1
数据	5.34
还有	-1
个	4.94
重要	5.68
原因	5.18
是	5.42
当时	5.0
已经	5.18
有	5.36
一个	5.1
基于	5.18
真实	6.54
信息	5.46
的	5.1
社区	5.24
网站	5.1
了	5.08
只是	4.54
没有	4.42
大张旗鼓	-1
地	5.16
宣传	5.36
这	5.14
一个点	-1
那	5.12
就是	4.98
前	5.24
文	5.42
提到	-1
的	5.1
陈一舟	-1
的	5.1
chinaren	-1
这家	-1
网站	5.1
让	5.36
他们	5.12
意识	5.0
到	5.3
在	5.02
网上	5.28
留	5.24
真实	6.54
姓名	5.22
不是	4.2
问题	4.46
问题	4.46
在于	5.2
你	5.36
有没有	-1
什么	5.04
东西	5.06
让	5.36
用户	5.2
觉得	5.38
留下	-1
真实	6.54
姓名	5.22
是	5.42
有	5.36
价值	5.86
的	5.1
chinaren	-1
是	5.42
基于	5.18
班级	5.4
同学	5.74
关系	5.0
做出	-1
的	5.1
网站	5.1
这个	5.02
环境	5.12
让	5.36
大家	5.56
主动	6.04
自觉	5.56
地	5.16
留下	-1
真名实姓	-1
只是	4.54
chinaren	-1
做	5.26
产品	5.3
的	5.1
人	5.3
并	5.04
没有	4.42
清晰	6.24
地	5.16
意识	5.0
到	5.3
这个	5.02
主张	5.16
如何	5.28
让	5.36
大家	5.56
觉得	5.38
该	4.86
留下	-1
真实	6.54
信息	5.46
王兴	-1
他们	5.12
在	5.02
做	5.26
校内	-1
网	5.24
的	5.1
时候	5.0
始终	5.26
围绕	5.1
着	4.88
这个	5.02
问题	4.46
来	5.26
做	5.26
还有	-1
这次	-1
要	5.2
进行	5.28
推广	5.72
别瞎改	-1
产品	5.3
能用	-1
就	4.94
行	5.44
从	5.16
时间	5.32
线上	-1
来说	-1
是	5.42
这样	4.94
的	5.1
2004	-1
年	5.1
2	-1
月	5.28
4	-1
日	4.88
facebook	6.08
成立	5.42
仅	4.62
向	5.2
哈佛	5.96
学生	5.32
开放注册	-1
2005	-1
年	5.1
上半年	-1
王兴三人	-1
开始	5.26
讨论	5.06
要	5.2
不要	4.16
做	5.26
校园	6.04
sns	-1
年	5.1
中	4.98
发现	5.9
facebook	6.08
的	5.1
存在	5.28
看起来	-1
还	5.16
不错	6.28
不过	4.72
那个	5.2
时候	5.0
最火	-1
的	5.1
社交	5.8
网站	5.1
还是	5.22
myspace	4.74
谁	5.1
也	5.2
没有	4.42
预料到	-1
myspace	4.74
的	5.1
没落	3.5
以及	5.04
facebook	6.08
席卷	-1
全球	5.46
的	5.1
火爆	3.5
2005	-1
年	5.1
下半年	-1
他们	5.12
决定	5.32
试着	-1
模仿	5.0
facebook	6.08
做	5.26
一个	5.1
校园	6.04
sns	-1
网站	5.1
他们	5.12
在	5.02
多多	-1
友	6.38
的	5.1
基础	5.38
上	5.58
重新	5.52
进行	5.28
了	5.08
改版	-1
2005	-1
年	5.1
12	-1
月	5.28
8	-1
日	4.88
校内	-1
网	5.24
正式	5.42
上线	-1
这	5.14
一次	5.12
他们	5.12
挖到	-1
了	5.08
金矿	-1
推广	5.72
大战	3.98
做	5.26
校内	-1
网	5.24
的	5.1
时候	5.0
王兴	-1
的	5.1
创业	5.92
团队	5.26
开始	5.26
扩大	5.66
第四名	-1
员工	5.12
是	5.42
杨俊	-1
他	5.06
是	5.42
王兴	-1
和	5.46
王慧文	-1
在	5.02
清华大学	-1
的	5.1
师弟	-1
休学	-1
加入	5.42
校内	-1
网	5.24
杨俊	-1
第一次	-1
去	4.86
海丰	-1
园	5.32
第一个	-1
反应	5.04
是	5.42
这	5.14
是	5.42
做	5.26
公司	5.08
的	5.1
吗	4.82
他	5.06
也	5.2
是	5.42
第一次	-1
接触	5.32
在	5.02
民宅	-1
里	5.18
创业	5.92
然而	4.68
他	5.06
转念	-1
一想	-1
为什么	4.32
不	4.4
可以	5.58
呀	4.92
关键	5.86
是	5.42
能	5.48
干活儿	-1
杨俊	-1
也	5.2
是	5.42
创业	5.92
爱好者	-1
他	5.06
先	5.34
跟	5.06
另	4.82
一个	5.1
清华	6.12
的	5.1
创业	5.92
团队	5.26
参加	5.38
清华大学	-1
创业	5.92
大赛	-1
获得	6.0
了	5.08
投资	5.64
但	4.62
因为	4.94
团队	5.26
内讧	3.98
而	5.18
解散	4.6
后来	4.9
他	5.06
经人介绍	-1
结识	5.66
了	5.08
王兴	-1
他	5.06
觉得	5.38
王兴	-1
有	5.36
极	5.2
客范儿	-1
是	5.42
典型	5.46
的	5.1
工科	-1
男	5.32
当时	5.0
就	4.94
拥有	6.12
人体	5.34
工程学	-1
键盘	-1
不	4.4
擅长	6.1
交流	5.68
在	5.02
意图	4.8
标	5.02
设计	5.76
是	5.42
圆角	-1
还是	5.22
方形	-1
的	5.1
纠结	-1
校内	-1
网页	5.38
面	5.06
大小	4.92
而	5.18
当时	5.0
很多	5.46
电脑	5.52
还是	5.22
600	-1
像素	-1
×	-1
800	-1
像素	-1
的	5.1
分辨率	-1
1024	-1
像素	-1
的	5.1
很少	-1
杨俊	-1
后来	4.9
跟随	5.38
王兴	-1
参与	5.62
了	5.08
饭否	-1
网	5.24
美团网	-1
他	5.06
说	5.22
王兴	-1
对	6.14
创业	5.92
非常	5.76
执着	-1
不	4.4
轻言	-1
放弃	3.6
是	5.42
创业	5.92
团队	5.26
的	5.1
主心骨	-1
抵御	4.68
了	5.08
很多	5.46
风浪	-1
他	5.06
受	4.82
西方	5.26
思想	5.62
影响	4.98
比较	5.22
深	5.1
一个	5.1
是	5.42
相信	6.12
民主自由	-1
一个	5.1
是	5.42
注重	5.42
逻辑	5.36
分析	5.42
凡事	-1
要	5.2
想	5.3
得	5.44
清楚	6.04
才	5.48
动手	4.98
我	5.58
想	5.3
得	5.44
没	4.42
那么	4.88
多	5.66
做事	5.26
执行力	-1
强	6.46
现在	5.14
回想起来	-1
校内	-1
网是	-1
这样	4.94
美团	-1
网	5.24
也	5.2
是	5.42
这样	4.94
王慧文	-1
认为	5.1
杨俊	-1
的	5.1
加入	5.42
是	5.42
这个	5.02
团队	5.26
的	5.1
一个	5.1
重大	5.46
转折	5.12
为	5.16
这个	5.02
团队	5.26
注入	5.02
了	5.08
强大	6.52
的	5.1
线下	-1
执行力	-1
这	5.14
一点	4.88
不论	4.94
在	5.02
校内	-1
还是	5.22
在	5.02
美团	-1
都	4.84
至关重要	-1
在	5.02
杨俊	-1
眼里	-1
赖斌	-1
强	6.46
成熟	6.22
稳重	6.25
气质	6.28
不像	3.6
编程	-1
的	5.1
王慧文则	-1
挺	5.62
像	5.5
程序员	-1
黑白	-1
颠倒	3.66
地	5.16
过日子	-1
就	4.94
像	5.5
上	5.58
一节	-1
提到	-1
的	5.1
他们	5.12
把	4.94
王兴	-1
解放出来	-1
专注	-1
外部	5.28
世界	5.78
当时	5.0
的	5.1
分工	5.1
是	5.42
这样	4.94
的	5.1
王兴	-1
负责	5.58
产品设计	-1
和	5.46
研究	5.78
以及	5.04
外联	-1
的	5.1
工作	5.18
王慧文	-1
负责	5.58
后	5.0
端	4.88
代码	5.0
赖斌	-1
强	6.46
负责	5.58
前端	-1
代码	5.0
工商	5.06
税务	4.54
以及	5.04
校内	-1
网	5.24
早期	5.12
的	5.1
推广	5.72
海丰	-1
园离	-1
学校	5.76
远	4.84
不好	3.66
做	5.26
推广	5.72
这个	5.02
创业	5.92
团队	5.26
搬到	-1
了	5.08
五道口	-1
华清嘉园	-1
20	-1
号楼	-1
1806	-1
室	5.2
这里	4.88
既	4.86
当	5.0
办公室	5.08
又	4.98
当	5.0
宿舍	5.1
这是	-1
一个	5.1
纯	5.9
工科	-1
的	5.1
团队	5.26
之前	4.88
一直	5.48
致力于	-1
研发	5.64
产品	5.3
而	5.18
逃避	3.46
推广	5.72
当	5.0
认定	5.22
要	5.2
走	5.3
推广	5.72
路线	5.4
的	5.1
时候	5.0
他们	5.12
反而	4.46
迸发出	-1
了	5.08
强大	6.52
的	5.1
营销	5.22
创造力	6.42
和	5.46
执行力	-1
他们	5.12
的	5.1
推广	5.72
创意	6.32
既	4.86
非常	5.76
接地	-1
气	4.22
又	4.98
跟	5.06
产品	5.3
本身	5.2
结合	5.28
紧密	5.44
校内	-1
网	5.24
的	5.1
推广	5.72
全	5.38
来自	-1
这些	5.18
人	5.3
朴素	5.72
的	5.1
生活	5.58
经验	6.1
第一次	-1
推广	5.72
的	5.1
创意	6.32
来自	-1
王兴	-1
清华	6.12
电子系	-1
学生	5.32
节	5.14
门票	-1
抽奖	-1
活动	6.04
电子系	-1
是	5.42
王兴	-1
和	5.46
王慧文	-1
的	5.1
专业	6.0
是	5.42
拥有	6.12
上千人	-1
的	5.1
大系	-1
由于	4.88
礼堂	5.76
只能	-1
容纳	5.62
几百人	-1
每逢	-1
学生	5.32
节	5.14
一票	-1
难求	-1
通常	5.24
一个	5.1
6	-1
人	5.3
寝室	-1
只能	-1
分	5.02
得	5.44
两张	-1
票	5.04
校内	-1
网	5.24
赞助	6.56
电子系	-1
学生	5.32
节	5.14
活动	6.04
1000	-1
元	5.0
换来	-1
100	-1
张票	-1
拿	5.02
着	4.88
这些	5.18
票	5.04
在	5.02
校内	-1
网上	5.28
做	5.26
抽奖	-1
他们	5.12
不仅	5.34
做	5.26
了	5.08
个	4.94
抽奖	-1
为了	5.14
吻合	5.94
他们	5.12
要	5.2
做	5.26
真实	6.54
关系	5.0
社区	5.24
的	5.1
定位	5.24
在	5.02
抽奖	-1
中	4.98
要求	4.9
注册	5.2
者	5.0
必须	4.98
填写	5.08
邮箱	-1
姓名	5.22
专业	6.0
上传	-1
头像	-1
信息	5.46
必须	4.98
都	4.84
是	5.42
真实	6.54
的	5.1
这一下	-1
拉来	-1
了	5.08
800	-1
多个	-1
真实	6.54
用户	5.2
都	4.84
是	5.42
清华	6.12
电子系	-1
的	5.1
学生	5.32
可是	4.94
电子系	-1
学生	5.32
有	5.36
自己	5.28
的	5.1
bbs	-1
板块	5.08
为什么	4.32
要来	-1
你	5.36
这里	4.88
交流	5.68
呢	4.92
他们	5.12
启动	5.78
了	5.08
第二轮	-1
推广	5.72
这个	5.02
创意	6.32
来自	-1
赖斌	-1
强	6.46
王兴	-1
他们	5.12
拉	4.92
了	5.08
三十	-1
来位	-1
朋友	6.5
在	5.02
晚自习	-1
的	5.1
时候	5.0
冲	5.16
进	5.8
教室	5.44
迅速	5.86
在	5.02
黑板	-1
上	5.58
写	5.0
上	5.58
校内	-1
网	5.24
的	5.1
宣传语	-1
大学	6.2
四年	-1
你	5.36
有	5.36
几个	-1
朋友	6.5
和	5.46
校内	-1
网	5.24
域名	-1
趁着	-1
自习	-1
的	5.1
学生	5.32
未	4.74
反应	5.04
过来	5.28
的	5.1
时候	5.0
赶紧	5.18
闪掉	-1
这样	4.94
吸引	5.88
了	5.08
两三百	-1
人	5.3
网站	5.1
用户	5.2
有	5.36
了	5.08
1000	-1
人	5.3
发展	6.16
陷入	3.74
停顿	4.44
这里	4.88
需要	5.18
插入	5.1
一件	-1
事	5.14
校内	-1
网	5.24
推出	5.26
的	5.1
时候	5.0
没钱	-1
请	5.62
设计师	-1
直接	5.44
复制	5.1
了	5.08
facebook	6.08
的	5.1
ui	-1
user	5.48
interface	5.49
用户界面	-1
抄袭	-1
是	5.42
校内	-1
网	5.24
的	5.1
一个	5.1
污点	3.74
毫无疑问	-1
有人	5.14
在	5.02
网上	5.28
写文章	-1
骂	-1
他们	5.12
抄袭	-1
facebook	6.08
结果	5.16
这	5.14
篇文章	-1
被	4.5
红杉	-1
资本	5.0
的	5.1
人	5.3
看到	-1
了	5.08
一天	4.92
早晨	5.7
8	-1
点	5.32
王兴	-1
敲响	-1
王慧文	-1
卧室	-1
的	5.1
门	5.2
王慧文	-1
睡眼惺忪	-1
地问	-1
王兴	-1
什么	5.04
事	5.14
王兴	-1
告诉	5.04
他	5.06
和	5.46
赖斌	-1
强	6.46
红杉	-1
资本	5.0
打电话	-1
来	5.26
找	5.06
他们	5.12
让	5.36
他们	5.12
准备	5.48
一下	5.12
商业	5.26
计划书	-1
去	4.86
红杉	-1
办公室	5.08
谈一谈	-1
红杉	-1
资本	5.0
是	5.42
美国	5.6
最大	5.96
的	5.1
风险投资	-1
投过	-1
google	7.2
苹果	6.02
雅虎	-1
这	5.14
三位	-1
愣	-1
得	5.44
一塌糊涂	-1
的	5.1
年轻人	-1
匆匆	4.4
写	5.0
了	5.08
一页	-1
纸	5.04
的	5.1
商业	5.26
计划书	-1
但	4.62
在	5.02
出租车	-1
上	5.58
给	5.34
丢	3.94
了	5.08
于是	4.9
又	4.98
在	5.02
红杉	-1
会议室	-1
临时	5.04
写	5.0
了	5.08
一份	-1
红杉	-1
的	5.1
投资人	-1
问	5.18
他们	5.12
你们	5.24
怎么	4.86
做	5.26
推广	5.72
事实上	-1
他们	5.12
也	5.2
没有	4.42
任何	5.22
思路	5.58
但	4.62
也	5.2
不能	3.84
回答	5.58
没	4.42
思路	5.58
做	5.26
推广	5.72
就	4.94
回答	5.58
学生	5.32
快	5.98
放假	-1
了	5.08
准备	5.48
搞个	-1
活动	6.04
回来	5.44
之后	4.98
王兴	-1
他们	5.12
就	4.94
开始	5.26
研究	5.78
推广	5.72
总	5.02
不能	3.84
跟	5.06
投资商	-1
说	5.22
说	5.22
就	4.94
没	4.42
下文	4.8
了	5.08
吧	4.96
执行力	-1
是	5.42
必须	4.98
有	5.36
的	5.1
他们	5.12
憋	-1
在	5.02
屋子里	-1
想	5.3
了	5.08
好些	5.8
天	5.32
没想	3.84
出	4.98
什么	5.04
好	6.7
主意	5.48
干脆	5.4
去	4.86
清华	6.12
西门	-1
吃	5.78
烤	-1
翅	-1
这时	-1
王慧文	-1
想到	5.52
了	5.08
第三个	-1
创意	6.32
赖斌	-1
强	6.46
常常	5.52
租	4.62
一辆	-1
大巴	-1
组织	5.08
朋友	6.5
爬山	-1
这次	-1
他们	5.12
可以	5.58
租	4.62
大巴	-1
将	5.36
学生	5.32
从	5.16
学校	5.76
送到	-1
火车站	-1
当时	5.0
北京	5.68
没有	4.42
那么	4.88
多	5.66
地铁	5.32
火车	4.94
时间	5.32
点	5.32
也	5.2
不	4.4
方便	5.76
很多	5.46
学生	5.32
需要	5.18
半夜	-1
去	4.86
火车站	-1
等到	5.24
凌晨	4.94
3	-1
点上	-1
火车	4.94
校内	-1
网	5.24
发起	5.22
了	5.08
这场	-1
活动	6.04
清华	6.12
北大	6.32
人大	4.86
三	5.18
所	4.98
学校	5.76
的	5.1
学生	5.32
在	5.02
校内	-1
网	5.24
注册	5.2
账号	-1
为了	5.14
安全	6.34
起	4.98
见	5.24
必须	4.98
上传	-1
真实	6.54
头像	-1
填写	5.08
真实	6.54
资料	5.18
名字	5.3
学校	5.76
专业	6.0
填写	5.08
哪一天	-1
哪个	4.9
时刻	5.22
到	5.3
哪个	4.9
火车站	-1
同一	5.06
时刻	5.22
同一	5.06
地点	5.22
的	5.1
凑够	-1
50	-1
人	5.3
就	4.94
发车	-1
为了	5.14
早点儿	-1
凑满	-1
50	-1
人	5.3
学生	5.32
主动	6.04
到处	4.98
宣传	5.36
拉	4.92
老乡	-1
注册	5.2
报名	5.14
同	5.28
一趟	-1
大巴	-1
的	5.1
还	5.16
没上	-1
大巴	-1
就	4.94
知道	5.38
同车	-1
的	5.1
有	5.36
谁	5.1
有些	5.2
男生	-1
为了	5.14
跟	5.06
一位	-1
女生	-1
认识	5.36
哪怕	4.78
不	4.4
坐火车	-1
也	5.2
坐	5.14
大巴	-1
去	4.86
火车站	-1
大巴	-1
租金	5.1
500	-1
元	5.0
一天	4.92
花	6.3
了	5.08
1	-1
4	-1
万元	-1
校内	-1
网弄来	-1
8000	-1
名新	-1
用户	5.2
这些	5.18
种子	5.5
用户	5.2
跨	5.4
学校	5.76
跨专业	-1
男女	5.38
都	4.84
有	5.36
同学	5.74
们	5.06
逐渐	5.26
开始	5.26
在	5.02
这个	5.02
网站	5.1
上	5.58
互动	5.8
起来	5.5
后来	4.9
校内	-1
网	5.24
的	5.1
推广	5.72
宣传词	-1
就	4.94
变	4.68
了	5.08
改为	-1
宣称	4.92
网站	5.1
有	5.36
多少	5.08
清华	6.12
用户	5.2
北大	6.32
用户	5.2
人大	4.86
用户	5.2
当时	5.0
学生	5.32
市场	4.92
有	5.36
金字塔	-1
向下	-1
辐射	3.54
的	5.1
现象	4.98
对	6.14
顶尖	-1
学校	5.76
大家	5.56
有	5.36
趋同	5.32
心理	5.0
为了	5.14
推广	5.72
他们	5.12
还	5.16
想	5.3
出	4.98
种种	4.88
点子	-1
例如	5.34
印上	-1
54	-1
个	4.94
大学	6.2
校徽	-1
的	5.1
扑克牌	-1
他们	5.12
觉得	5.38
学生	5.32
在	5.02
回家途中	-1
要	5.2
打牌	-1
在	5.02
宿舍	5.1
也	5.2
要	5.2
打牌	-1
可以	5.58
一拖	-1
四地	-1
推广	5.72
宣传	5.36
当时	5.0
已经	5.18
找到	5.44
做	5.26
扑克牌	-1
的	5.1
厂家	5.14
要么	5.1
在	5.02
廊坊	-1
做	5.26
要么	5.1
在	5.02
山东	5.4
做	5.26
后来	4.9
盘算	-1
从	5.16
设计	5.76
到	5.3
印刷	4.82
再	4.96
到	5.3
把	4.94
它	5.16
拉过来	-1
成本	4.82
太高	-1
了	5.08
便	4.82
放弃	3.6
了	5.08
这个	5.02
点子	-1
赖斌	-1
强	6.46
负责	5.58
组织	5.08
大巴	-1
活动	6.04
杨俊	-1
负责	5.58
贴	4.96
海报	-1
学校	5.76
是	5.42
非常适合	-1
做	5.26
营销	5.22
的	5.1
地方	5.18
人员	5.44
高度集中	-1
对	6.14
新鲜	6.3
事物	5.36
感兴趣	-1
成本	4.82
也	5.2
低	4.5
因为	4.94
打印	5.42
彩色	5.8
海报	-1
很	5.14
贵	4.72
几元	-1
一张	-1
校内	-1
网找	-1
来	5.26
阿目	-1
眼镜	5.04
赞助	6.56
在	5.02
海报	-1
上	5.58
留下	-1
阿目	-1
眼镜	5.04
的	5.1
广告	4.92
杨俊	-1
在	5.02
清华北大	-1
人大	4.86
校园	6.04
里	5.18
四处	5.08
贴	4.96
海报	-1
煎饼	-1
摊上	-1
的	5.1
玻璃	5.14
自习室	-1
的	5.1
黑板	-1
宿舍楼	-1
的	5.1
宣传栏	-1
到处	4.98
都	4.84
留下	-1
校内	-1
网	5.24
的	5.1
痕迹	4.62
2006	-1
年	5.1
1	-1
月	5.28
校内	-1
网	5.24
加入	5.42
第四	-1
所	4.98
学校	5.76
北京航空航天大学	-1
当时	5.0
的	5.1
海报	-1
是	5.42
主题	5.34
营销	5.22
针对	4.42
每个	-1
学校	5.76
的	5.1
特点	5.32
进行	5.28
设计	5.76
北航	-1
管理	5.3
严格	4.9
接近	5.1
半	4.88
军事化	-1
管理	5.3
生活	5.58
比较	5.22
枯燥	3.44
因此	5.06
海报	-1
主题	5.34
就是	4.98
你	5.36
考完试	-1
了	5.08
是不是	-1
该	4.86
找个	-1
地方	5.18
放松	6.34
放松	6.34
在	5.02
北航	-1
贴	4.96
海报	-1
的	5.1
是	5.42
杨俊	-1
和	5.46
王兴	-1
结果	5.16
被	4.5
楼管	-1
给	5.34
抓住	3.44
了	5.08
没收	4.04
了	5.08
海报	-1
他们	5.12
跟	5.06
楼管	-1
说	5.22
了	5.08
好多	6.12
好话	-1
都	4.84
不管	4.42
用	5.1
又	4.98
郁闷	3.44
地	5.16
返回	4.78
公司	5.08
重新	5.52
拿	5.02
海报	-1
校内	-1
网	5.24
还	5.16
采用	5.18
校园	6.04
大使	5.64
的	5.1
办法	5.44
进行	5.28
线下	-1
推广	5.72
在	5.02
学校	5.76
里	5.18
寻找	5.2
喜欢	7.02
校内	-1
网	5.24
的	5.1
学生	5.32
任命	5.02
他	5.06
为	5.16
校内	-1
网	5.24
校园	6.04
大使	5.64
给	5.34
一些	5.12
经费	5.3
负责	5.58
校内	-1
网在	-1
该校	-1
的	5.1
推广	5.72
杨俊	-1
负责	5.58
校园	6.04
大使	5.64
的	5.1
招聘	5.38
在	5.02
每个	-1
学校	5.76
的	5.1
bbs	-1
上	5.58
借	4.7
同学	5.74
的	5.1
账号	-1
发帖	-1
招徕	-1
校园	6.04
大使	5.64
校园	6.04
大使	5.64
负责	5.58
该	4.86
校园	6.04
的	5.1
海报	-1
招贴	-1
bbs	-1
发帖	-1
qq	-1
群里	-1
发言	5.36
推广	5.72
每个	-1
新	5.94
用户注册	-1
可以	5.58
让	5.36
校园	6.04
大使	5.64
获得	6.0
五六	-1
毛钱	-1
的	5.1
收入	5.84
2006	-1
年	5.1
春节	6.54
后	5.0
编程	-1
的	5.1
量	5.02
越来越	-1
大	5.7
王慧文	-1
和	5.46
赖斌	-1
强干	-1
不	4.4
过来	5.28
了	5.08
公司	5.08
增加	5.94
第六位	-1
员工	5.12
付栋平	-1
他	5.06
是	5.42
王兴	-1
王慧文	-1
的	5.1
清华	6.12
同班同学	-1
1981	-1
年	5.1
出生	5.58
比	5.0
他们	5.12
小	4.6
两三岁	-1
总是	-1
跟着	5.22
王慧文	-1
打游戏	-1
成绩	5.64
在	5.02
班上	-1
吊车	-1
尾	4.72
他	5.06
原来	5.54
也	5.2
不是	4.2
做	5.26
互联网	5.88
的	5.1
就	4.94
跟着	5.22
王慧	-1
文学	5.86
开发	5.72
大一	-1
开班	-1
会	5.22
大家	5.56
聊	-1
对	6.14
大学	6.2
生活	5.58
有	5.36
什么	5.04
想法	5.14
王兴	-1
的	5.1
回答	5.58
修身	-1
齐家治国平天下	-1
给付	5.08
栋平	-1
留下	-1
很深	-1
的	5.1
印象	5.36
后来	4.9
付栋平	-1
再	4.96
跟	5.06
王兴	-1
聊起	-1
这件	-1
事	5.14
